product_id,quantite,prix_unitaire,quantite_disponible,jour_semaine,mois,promo,date_commande
687a3741d9cc94be00fd0a0b,2,185.25,10,3,5,20,2025-05-22
687a3741d9cc94be00fd0a07,5,767.87,86,4,8,10,2025-08-01
687a32dfd9cc94be00fd0a02,8,85.04,40,6,8,10,2025-08-24
687a36e5d9cc94be00fd0a03,1,242.34,8,6,8,0,2025-08-03
687a32dfd9cc94be00fd0a02,1,85.52,83,5,8,20,2025-08-09
687a3741d9cc94be00fd0a07,9,978.39,51,4,5,0,2025-05-30
687a3741d9cc94be00fd0a0b,10,193.35,87,6,6,10,2025-06-01
687a3741d9cc94be00fd0a07,1,908.68,9,5,7,10,2025-07-26
687a3741d9cc94be00fd0a0b,5,208.84,14,0,8,20,2025-08-04
687a3741d9cc94be00fd0a0b,1,207.0,41,1,5,20,2025-05-06
687a3741d9cc94be00fd0a07,2,845.91,30,3,8,20,2025-08-14
687a32dfd9cc94be00fd0a02,6,89.58,48,0,7,0,2025-07-21
687a36e5d9cc94be00fd0a03,6,246.28,67,4,7,10,2025-07-11
687a32dfd9cc94be00fd0a02,9,85.62,92,5,6,0,2025-06-21
687a36e5d9cc94be00fd0a03,6,264.43,18,3,7,0,2025-07-31
687a32dfd9cc94be00fd0a02,3,90.67,85,4,8,10,2025-08-15
687a3741d9cc94be00fd0a0b,5,186.15,51,4,8,0,2025-08-08
687a3741d9cc94be00fd0a07,6,917.28,35,5,5,20,2025-05-31
687a3741d9cc94be00fd0a0b,7,201.04,58,1,7,10,2025-07-22
687a36e5d9cc94be00fd0a03,6,264.26,32,6,6,0,2025-06-22
687a36e5d9cc94be00fd0a03,4,248.12,62,1,6,10,2025-06-10
687a3741d9cc94be00fd0a0b,1,185.19,31,4,8,0,2025-08-29
687a3741d9cc94be00fd0a0b,4,189.49,92,0,6,0,2025-06-30
687a3741d9cc94be00fd0a0b,9,195.85,11,5,5,10,2025-05-17
687a36e5d9cc94be00fd0a03,4,256.93,31,5,6,10,2025-06-21
687a3741d9cc94be00fd0a07,6,886.82,66,4,7,10,2025-07-18
687a36e5d9cc94be00fd0a03,3,245.41,24,4,6,0,2025-06-27
687a32dfd9cc94be00fd0a02,9,97.17,98,2,6,0,2025-06-25
687a36e5d9cc94be00fd0a03,8,235.29,29,1,8,10,2025-08-26
687a32dfd9cc94be00fd0a02,6,88.26,80,6,8,20,2025-08-10
687a3741d9cc94be00fd0a0b,5,193.23,87,6,5,10,2025-05-04
687a3741d9cc94be00fd0a0b,10,181.31,8,0,7,20,2025-07-14
687a3741d9cc94be00fd0a0b,4,173.93,20,2,8,10,2025-08-27
687a32dfd9cc94be00fd0a02,10,91.98,8,4,7,20,2025-07-11
687a3741d9cc94be00fd0a07,9,791.61,84,4,8,0,2025-08-29
687a3741d9cc94be00fd0a0b,3,180.92,5,3,7,0,2025-07-31
687a36e5d9cc94be00fd0a03,3,271.08,95,2,8,10,2025-08-27
687a3741d9cc94be00fd0a0b,10,218.06,70,4,8,10,2025-08-01
687a32dfd9cc94be00fd0a02,8,78.78,90,6,5,20,2025-05-04
687a3741d9cc94be00fd0a07,8,810.25,58,0,7,20,2025-07-07
687a3741d9cc94be00fd0a07,5,881.09,79,6,7,0,2025-07-20
687a32dfd9cc94be00fd0a02,8,87.96,77,6,7,0,2025-07-13
687a3741d9cc94be00fd0a0b,2,211.35,79,5,6,0,2025-06-21
687a36e5d9cc94be00fd0a03,9,216.67,38,3,5,0,2025-05-22
687a3741d9cc94be00fd0a07,2,797.85,49,1,8,20,2025-08-12
687a3741d9cc94be00fd0a07,6,886.8,34,1,7,10,2025-07-08
687a32dfd9cc94be00fd0a02,10,84.95,86,4,7,0,2025-07-04
687a32dfd9cc94be00fd0a02,10,84.1,35,5,6,0,2025-06-28
687a3741d9cc94be00fd0a07,1,980.3,96,1,8,0,2025-08-19
687a3741d9cc94be00fd0a07,10,934.49,34,0,8,0,2025-08-11
687a3741d9cc94be00fd0a0b,2,194.76,94,4,5,20,2025-05-30
687a3741d9cc94be00fd0a07,3,952.75,10,0,7,20,2025-07-28
687a32dfd9cc94be00fd0a02,8,77.38,98,6,5,10,2025-05-11
687a3741d9cc94be00fd0a07,2,797.0,68,3,5,0,2025-05-08
687a3741d9cc94be00fd0a0b,7,211.97,42,6,8,0,2025-08-10
687a3741d9cc94be00fd0a07,8,791.12,99,1,5,20,2025-05-20
687a36e5d9cc94be00fd0a03,10,236.72,68,3,5,0,2025-05-22
687a3741d9cc94be00fd0a0b,10,192.73,89,4,8,20,2025-08-29
687a3741d9cc94be00fd0a0b,9,170.72,36,4,6,10,2025-06-13
687a3741d9cc94be00fd0a0b,1,180.52,86,1,7,0,2025-07-22
687a3741d9cc94be00fd0a07,10,837.8,77,2,6,10,2025-06-04
687a3741d9cc94be00fd0a0b,3,179.11,27,3,6,20,2025-06-26
687a36e5d9cc94be00fd0a03,1,217.09,17,6,7,10,2025-07-27
687a32dfd9cc94be00fd0a02,6,80.44,60,1,6,0,2025-06-24
687a32dfd9cc94be00fd0a02,9,98.64,26,5,8,20,2025-08-09
687a32dfd9cc94be00fd0a02,5,81.33,55,3,5,10,2025-05-29
687a3741d9cc94be00fd0a0b,9,175.25,94,5,8,0,2025-08-30
687a3741d9cc94be00fd0a07,8,961.75,17,6,7,0,2025-07-06
687a36e5d9cc94be00fd0a03,1,258.51,70,3,8,10,2025-08-14
687a32dfd9cc94be00fd0a02,5,85.32,7,4,5,0,2025-05-30
687a36e5d9cc94be00fd0a03,9,245.82,56,1,6,20,2025-06-17
687a32dfd9cc94be00fd0a02,2,87.97,76,4,7,0,2025-07-25
687a3741d9cc94be00fd0a07,3,881.92,29,1,7,20,2025-07-22
687a36e5d9cc94be00fd0a03,7,260.34,54,4,8,0,2025-08-29
687a32dfd9cc94be00fd0a02,6,89.47,30,3,7,20,2025-07-03
687a3741d9cc94be00fd0a0b,9,182.56,89,6,6,0,2025-06-08
687a36e5d9cc94be00fd0a03,6,246.11,59,0,8,10,2025-08-25
687a3741d9cc94be00fd0a0b,4,181.86,81,6,6,20,2025-06-08
687a36e5d9cc94be00fd0a03,7,233.56,16,2,6,20,2025-06-25
687a36e5d9cc94be00fd0a03,2,234.02,93,4,5,20,2025-05-30
687a32dfd9cc94be00fd0a02,2,83.9,70,1,7,0,2025-07-29
687a3741d9cc94be00fd0a0b,4,198.23,29,5,8,10,2025-08-23
687a3741d9cc94be00fd0a0b,1,203.73,37,3,6,20,2025-06-05
687a3741d9cc94be00fd0a07,3,818.83,22,1,5,20,2025-05-27
687a36e5d9cc94be00fd0a03,4,230.19,96,2,8,0,2025-08-13
687a36e5d9cc94be00fd0a03,2,223.48,91,3,6,20,2025-06-05
687a3741d9cc94be00fd0a0b,2,196.73,75,3,6,20,2025-06-19
687a3741d9cc94be00fd0a0b,4,183.94,57,6,8,0,2025-08-10
687a36e5d9cc94be00fd0a03,2,260.8,92,5,8,0,2025-08-30
687a36e5d9cc94be00fd0a03,9,254.81,36,3,8,20,2025-08-07
687a36e5d9cc94be00fd0a03,4,214.41,24,2,7,10,2025-07-09
687a3741d9cc94be00fd0a07,9,776.42,41,1,8,0,2025-08-19
687a3741d9cc94be00fd0a0b,7,199.74,61,5,8,10,2025-08-09
687a3741d9cc94be00fd0a0b,3,179.72,83,1,8,0,2025-08-26
687a3741d9cc94be00fd0a07,5,841.76,43,6,7,20,2025-07-06
687a3741d9cc94be00fd0a0b,3,214.88,17,1,8,10,2025-08-19
687a3741d9cc94be00fd0a0b,10,213.09,99,0,6,10,2025-06-02
687a32dfd9cc94be00fd0a02,2,96.52,62,6,5,10,2025-05-25
687a3741d9cc94be00fd0a07,10,915.0,66,0,6,10,2025-06-23
687a3741d9cc94be00fd0a0b,10,211.02,84,2,7,0,2025-07-02
687a32dfd9cc94be00fd0a02,8,95.54,6,0,5,20,2025-05-19
687a3741d9cc94be00fd0a0b,9,214.71,17,2,8,20,2025-08-13
687a3741d9cc94be00fd0a07,5,905.75,6,0,5,0,2025-05-19
687a32dfd9cc94be00fd0a02,5,96.77,45,6,6,20,2025-06-22
687a3741d9cc94be00fd0a0b,5,188.3,47,5,7,10,2025-07-26
687a3741d9cc94be00fd0a0b,3,207.22,72,5,5,10,2025-05-10
687a32dfd9cc94be00fd0a02,6,81.36,85,6,8,0,2025-08-03
687a3741d9cc94be00fd0a07,9,878.7,64,1,7,20,2025-07-08
687a3741d9cc94be00fd0a0b,7,208.23,90,0,8,0,2025-08-04
687a3741d9cc94be00fd0a07,1,845.72,47,2,8,0,2025-08-20
687a32dfd9cc94be00fd0a02,3,82.27,67,5,5,10,2025-05-17
687a36e5d9cc94be00fd0a03,10,217.07,98,1,5,0,2025-05-27
687a3741d9cc94be00fd0a07,10,922.35,45,2,6,20,2025-06-11
687a36e5d9cc94be00fd0a03,1,217.92,99,2,6,0,2025-06-04
687a3741d9cc94be00fd0a07,8,907.27,80,1,6,0,2025-06-24
687a32dfd9cc94be00fd0a02,2,86.33,9,3,5,10,2025-05-08
687a3741d9cc94be00fd0a0b,1,191.53,14,5,5,0,2025-05-24
687a36e5d9cc94be00fd0a03,1,265.54,20,3,5,20,2025-05-22
687a32dfd9cc94be00fd0a02,1,79.15,47,0,7,20,2025-07-21
687a3741d9cc94be00fd0a0b,4,193.48,55,2,5,20,2025-05-21
687a3741d9cc94be00fd0a0b,8,184.91,55,2,7,10,2025-07-16
687a36e5d9cc94be00fd0a03,10,243.12,18,0,6,10,2025-06-23
687a32dfd9cc94be00fd0a02,9,96.08,75,5,8,10,2025-08-09
687a32dfd9cc94be00fd0a02,4,83.98,46,4,5,10,2025-05-16
687a3741d9cc94be00fd0a0b,8,197.1,33,2,7,20,2025-07-30
687a3741d9cc94be00fd0a0b,8,172.74,34,4,8,10,2025-08-29
687a3741d9cc94be00fd0a0b,2,177.17,86,1,5,20,2025-05-13
687a36e5d9cc94be00fd0a03,3,240.73,67,2,6,0,2025-06-25
687a36e5d9cc94be00fd0a03,9,274.56,10,5,6,0,2025-06-21
687a3741d9cc94be00fd0a0b,1,218.56,78,1,7,0,2025-07-08
687a3741d9cc94be00fd0a07,1,804.03,77,4,7,20,2025-07-18
687a3741d9cc94be00fd0a0b,1,205.67,87,2,6,20,2025-06-18
687a36e5d9cc94be00fd0a03,9,246.4,43,3,8,0,2025-08-07
687a36e5d9cc94be00fd0a03,9,259.22,38,6,5,20,2025-05-18
687a32dfd9cc94be00fd0a02,2,85.17,96,6,7,20,2025-07-06
687a3741d9cc94be00fd0a0b,6,194.27,19,1,7,0,2025-07-15
687a36e5d9cc94be00fd0a03,5,268.97,50,1,5,20,2025-05-27
687a32dfd9cc94be00fd0a02,4,81.53,21,6,7,20,2025-07-13
687a36e5d9cc94be00fd0a03,3,249.39,27,1,8,10,2025-08-19
687a36e5d9cc94be00fd0a03,3,230.42,78,4,6,20,2025-06-20
687a32dfd9cc94be00fd0a02,7,98.4,23,1,6,20,2025-06-17
687a3741d9cc94be00fd0a0b,9,218.7,61,1,6,20,2025-06-24
687a32dfd9cc94be00fd0a02,1,80.9,63,5,7,20,2025-07-19
687a32dfd9cc94be00fd0a02,9,89.24,80,0,5,0,2025-05-05
687a3741d9cc94be00fd0a0b,10,177.49,64,0,6,20,2025-06-16
687a36e5d9cc94be00fd0a03,4,259.5,21,0,6,20,2025-06-16
687a3741d9cc94be00fd0a0b,3,174.42,44,3,7,20,2025-07-24
687a32dfd9cc94be00fd0a02,9,83.54,77,1,7,10,2025-07-01
687a36e5d9cc94be00fd0a03,3,247.67,97,1,7,10,2025-07-15
687a3741d9cc94be00fd0a0b,6,201.71,15,5,7,0,2025-07-26
687a3741d9cc94be00fd0a0b,6,199.48,20,1,8,10,2025-08-12
687a3741d9cc94be00fd0a0b,5,187.55,50,4,6,10,2025-06-20
687a32dfd9cc94be00fd0a02,6,93.0,54,0,5,10,2025-05-26
687a32dfd9cc94be00fd0a02,5,83.3,97,4,5,20,2025-05-02
687a36e5d9cc94be00fd0a03,3,261.19,38,1,8,0,2025-08-26
687a36e5d9cc94be00fd0a03,9,253.97,26,0,7,20,2025-07-21
687a36e5d9cc94be00fd0a03,4,249.99,43,6,5,10,2025-05-18
687a3741d9cc94be00fd0a0b,4,184.37,73,0,8,0,2025-08-04
687a36e5d9cc94be00fd0a03,5,260.1,95,0,8,0,2025-08-18
687a3741d9cc94be00fd0a07,4,836.43,78,1,8,0,2025-08-12
687a3741d9cc94be00fd0a07,2,862.04,12,5,5,0,2025-05-10
687a32dfd9cc94be00fd0a02,9,85.93,98,1,5,0,2025-05-13
687a3741d9cc94be00fd0a0b,5,180.19,56,0,5,20,2025-05-12
687a36e5d9cc94be00fd0a03,9,248.57,65,1,7,20,2025-07-22
687a32dfd9cc94be00fd0a02,10,89.48,46,5,7,20,2025-07-12
687a3741d9cc94be00fd0a0b,1,213.25,20,2,8,10,2025-08-13
687a32dfd9cc94be00fd0a02,3,81.94,14,2,7,0,2025-07-23
687a36e5d9cc94be00fd0a03,7,221.88,46,3,7,0,2025-07-31
687a3741d9cc94be00fd0a0b,5,200.04,6,2,7,20,2025-07-16
687a32dfd9cc94be00fd0a02,8,85.94,89,6,6,20,2025-06-01
687a36e5d9cc94be00fd0a03,3,252.26,41,2,6,0,2025-06-18
687a3741d9cc94be00fd0a0b,6,204.17,33,3,5,0,2025-05-22
687a32dfd9cc94be00fd0a02,5,91.26,32,3,7,20,2025-07-03
687a32dfd9cc94be00fd0a02,4,80.04,64,2,8,0,2025-08-27
687a36e5d9cc94be00fd0a03,1,213.99,40,6,5,20,2025-05-04
687a3741d9cc94be00fd0a0b,4,202.85,17,2,6,10,2025-06-04
687a3741d9cc94be00fd0a07,5,855.86,85,6,5,0,2025-05-25
687a3741d9cc94be00fd0a0b,7,182.79,7,4,5,0,2025-05-09
687a36e5d9cc94be00fd0a03,8,226.84,43,0,5,20,2025-05-12
687a32dfd9cc94be00fd0a02,3,79.46,61,2,7,10,2025-07-09
687a3741d9cc94be00fd0a07,7,771.64,81,6,7,0,2025-07-20
687a32dfd9cc94be00fd0a02,9,97.98,69,1,6,10,2025-06-03
687a32dfd9cc94be00fd0a02,4,84.28,29,1,7,10,2025-07-01
687a3741d9cc94be00fd0a07,8,900.36,68,3,7,20,2025-07-10
687a3741d9cc94be00fd0a07,6,835.91,51,2,7,20,2025-07-23
687a3741d9cc94be00fd0a07,3,820.48,64,0,6,20,2025-06-23
687a3741d9cc94be00fd0a07,4,955.05,48,2,7,0,2025-07-16
687a32dfd9cc94be00fd0a02,10,77.22,50,3,6,20,2025-06-19
687a3741d9cc94be00fd0a07,8,882.63,59,0,6,20,2025-06-09
687a36e5d9cc94be00fd0a03,1,245.51,18,4,5,20,2025-05-16
687a3741d9cc94be00fd0a0b,9,215.61,62,2,6,0,2025-06-11
687a3741d9cc94be00fd0a07,5,923.83,5,5,5,20,2025-05-31
687a32dfd9cc94be00fd0a02,9,88.6,16,2,6,20,2025-06-11
687a3741d9cc94be00fd0a07,4,832.67,27,5,7,0,2025-07-19
687a3741d9cc94be00fd0a07,7,765.71,93,1,8,20,2025-08-26
687a3741d9cc94be00fd0a0b,4,173.78,52,6,6,10,2025-06-01
687a32dfd9cc94be00fd0a02,7,92.5,88,6,7,20,2025-07-20
687a3741d9cc94be00fd0a0b,9,173.97,51,3,7,20,2025-07-03
687a3741d9cc94be00fd0a07,3,912.14,68,6,6,10,2025-06-15
687a36e5d9cc94be00fd0a03,10,257.73,63,4,5,0,2025-05-16
687a32dfd9cc94be00fd0a02,1,78.65,31,5,7,0,2025-07-05
687a3741d9cc94be00fd0a07,4,888.6,36,0,7,10,2025-07-14
687a3741d9cc94be00fd0a0b,2,175.75,49,3,7,0,2025-07-31
687a3741d9cc94be00fd0a07,5,821.15,5,0,6,10,2025-06-02
687a36e5d9cc94be00fd0a03,7,238.98,46,1,5,20,2025-05-06
687a36e5d9cc94be00fd0a03,3,236.41,87,3,5,0,2025-05-29
687a3741d9cc94be00fd0a0b,6,218.84,62,3,5,10,2025-05-22
687a3741d9cc94be00fd0a07,2,778.53,41,2,6,0,2025-06-04
687a32dfd9cc94be00fd0a02,10,88.09,15,5,5,10,2025-05-10
687a32dfd9cc94be00fd0a02,2,93.71,16,4,5,20,2025-05-02
687a3741d9cc94be00fd0a07,9,821.92,13,0,7,10,2025-07-07
687a32dfd9cc94be00fd0a02,8,83.31,15,5,8,0,2025-08-16
687a3741d9cc94be00fd0a0b,4,219.96,49,3,5,10,2025-05-01
687a36e5d9cc94be00fd0a03,8,268.66,57,4,6,20,2025-06-20
687a3741d9cc94be00fd0a0b,1,181.55,90,1,7,0,2025-07-29
687a32dfd9cc94be00fd0a02,5,93.46,21,0,5,10,2025-05-12
687a36e5d9cc94be00fd0a03,8,242.05,40,1,8,0,2025-08-12
687a36e5d9cc94be00fd0a03,3,268.71,54,2,7,0,2025-07-23
687a36e5d9cc94be00fd0a03,9,244.79,15,4,7,10,2025-07-04
687a36e5d9cc94be00fd0a03,4,216.79,68,5,5,20,2025-05-24
687a32dfd9cc94be00fd0a02,8,87.35,6,3,6,20,2025-06-26
687a3741d9cc94be00fd0a07,4,844.54,25,4,5,10,2025-05-23
687a36e5d9cc94be00fd0a03,3,230.84,84,5,8,20,2025-08-02
687a3741d9cc94be00fd0a07,2,805.21,71,0,6,20,2025-06-16
687a3741d9cc94be00fd0a0b,8,196.87,38,0,6,0,2025-06-23
687a32dfd9cc94be00fd0a02,3,83.68,24,0,5,10,2025-05-05
687a32dfd9cc94be00fd0a02,1,79.94,86,6,6,10,2025-06-15
687a3741d9cc94be00fd0a07,2,809.93,72,2,8,10,2025-08-06
687a3741d9cc94be00fd0a07,10,855.17,84,0,5,10,2025-05-26
687a3741d9cc94be00fd0a07,8,768.61,9,6,7,10,2025-07-06
687a3741d9cc94be00fd0a07,8,914.19,100,3,6,0,2025-06-12
687a32dfd9cc94be00fd0a02,5,85.34,23,5,6,10,2025-06-21
687a32dfd9cc94be00fd0a02,5,96.98,50,3,6,10,2025-06-05
687a36e5d9cc94be00fd0a03,1,218.75,50,5,5,0,2025-05-10
687a36e5d9cc94be00fd0a03,7,216.61,28,4,8,10,2025-08-22
687a3741d9cc94be00fd0a0b,2,210.24,89,0,6,10,2025-06-02
687a3741d9cc94be00fd0a07,9,842.36,17,5,8,0,2025-08-23
687a3741d9cc94be00fd0a0b,3,191.39,74,5,6,10,2025-06-14
687a36e5d9cc94be00fd0a03,2,249.73,29,6,7,0,2025-07-13
687a32dfd9cc94be00fd0a02,3,82.71,83,2,8,0,2025-08-20
687a3741d9cc94be00fd0a0b,3,185.78,27,4,8,0,2025-08-01
